job_id,date_posted,knowledge,confidence_score,confidence_tier,source
in-1ead98be5d7dccc1,,pigs,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,sheep,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,goats,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,non-human primates,0.75,Medium High,GPT
in-11981025a578cfae,,Databricks,0.681,Medium,BERT+GPT
in-11981025a578cfae,,Microsoft,0.741,Medium High,BERT+GPT
in-eba5186bbc86e202,,consulting,0.745,Medium High,BERT+GPT
in-eba5186bbc86e202,,design,0.718,Medium High,BERT+GPT
in-49e4a2de1270ded4,,automation testing,0.849,High,BERT+GPT
in-e0bd5ad1cedc38e2,,aerospace engineering principles,0.843,High,BERT+GPT
in-a61c1082390cb772,,KOL,0.822,High,BERT+GPT
in-a61c1082390cb772,,UIDs,0.843,High,BERT+GPT
in-a61c1082390cb772,,wallet addresses,0.813,High,BERT+GPT
in-a61c1082390cb772,,emails,0.75,Medium High,GPT
in-a61c1082390cb772,,emails),0.397,Very Low,BERT (standalone)
in-1ff5130e01fdbc0f,,US pharmaceutical market access landscape,0.83,High,BERT+GPT
in-1ff5130e01fdbc0f,,Precision medicine,0.851,High,BERT+GPT
in-1ff5130e01fdbc0f,,clinical genomics,0.851,High,BERT+GPT
in-1ff5130e01fdbc0f,,Current Procedural Terminology,0.845,High,BERT+GPT
in-1ff5130e01fdbc0f,,Healthcare Common Procedure Coding System,0.819,High,BERT+GPT
in-1ff5130e01fdbc0f,,Medical Devices,0.671,Medium,BERT+GPT
in-1ff5130e01fdbc0f,,medical devices / procedures,0.845,High,BERT+GPT
in-1ff5130e01fdbc0f,,Healthcare,0.364,Very Low,BERT (standalone)
in-1ff5130e01fdbc0f,,Codes,0.351,Very Low,BERT (standalone)
in-d379578560f0e4f8,,Electrical Engineering,0.793,Medium High,BERT+GPT
in-d379578560f0e4f8,,P.Eng.,0.721,Medium High,BERT+GPT
in-d379578560f0e4f8,,Bachelor’s degree,0.54,Medium Low,BERT (standalone)
in-3917d56cf6b57845,,Adobe’s Agent Orchestrator,0.75,Medium High,GPT
in-3917d56cf6b57845,,GenAI,0.75,Medium High,GPT
in-3917d56cf6b57845,,Adobe Experience Cloud,0.75,Medium High,GPT
in-20287d6adba3cdb4,,global data,0.75,Medium High,GPT
in-20287d6adba3cdb4,,technology,0.75,Medium High,GPT
in-3cfc7c3c7c06f297,,USA Staffing Applicant Resource Center,0.75,Medium High,GPT
in-9326c480262fa44c,,background checks,0.75,Medium High,GPT
in-9326c480262fa44c,,applicable law,0.75,Medium High,GPT
in-9326c480262fa44c,,San Francisco Fair Chance Ordinance,0.75,Medium High,GPT
in-9326c480262fa44c,,Los Angeles County Fair Chance Ordinance for Employers,0.75,Medium High,GPT
in-9326c480262fa44c,,California Fair Chance Act,0.75,Medium High,GPT
in-c2f9d84c98c31d92,,SharePoint architecture,0.75,Medium High,GPT
in-c2f9d84c98c31d92,,SharePoint infrastructure,0.75,Medium High,GPT
in-c2f9d84c98c31d92,,SharePoint best practices,0.75,Medium High,GPT
in-c2f9d84c98c31d92,,"SharePoint architecture, infrastructure, and best practices.",0.556,Medium Low,BERT (standalone)
in-40039c1823c5af0c,,template driven rendering,0.848,High,BERT+GPT
in-40039c1823c5af0c,,client and server side MVC architectures,0.801,High,BERT+GPT
in-40039c1823c5af0c,,Splunk,0.852,High,BERT+GPT
in-583102a545c0e3f4,,automation,0.849,High,BERT+GPT
in-9dad6a4645b75186,,Redshift GTM,0.694,Medium,BERT+GPT
in-9dad6a4645b75186,,data warehousing modernization,0.848,High,BERT+GPT
in-9dad6a4645b75186,,real-time analytics,0.75,Medium High,GPT
in-9dad6a4645b75186,,ML inferences,0.84,High,BERT+GPT
in-9dad6a4645b75186,,real,0.557,Medium Low,BERT (standalone)
in-9dad6a4645b75186,,"-time analytics,",0.529,Medium Low,BERT (standalone)
in-f74c9cb1b22d819b,,construction,0.792,Medium High,BERT+GPT
in-f74c9cb1b22d819b,,engineering,0.75,Medium High,GPT
in-f74c9cb1b22d819b,,procurement,0.75,Medium High,GPT
in-39b4e13e8f102d96,,soins de qualité,0.75,Medium High,GPT
in-d4d66ecaadf6eed4,,data,0.718,Medium High,BERT+GPT
in-59e9f9d7ff9a8e43,,Digital Change,0.67,Medium,BERT+GPT
in-8e93985ade7d1e34,,Propulsion Thermal Management System,0.775,Medium High,BERT+GPT
in-8e93985ade7d1e34,,Battery Management System,0.75,Medium High,GPT
in-8e93985ade7d1e34,,Chassis,0.75,Medium High,GPT
in-8e93985ade7d1e34,,Brake Controls,0.832,High,BERT+GPT
in-8e93985ade7d1e34,,Body Electronics,0.814,High,BERT+GPT
in-8e93985ade7d1e34,,vehicle access,0.838,High,BERT+GPT
in-8e93985ade7d1e34,,occupant comfort,0.809,High,BERT+GPT
in-8e93985ade7d1e34,,occupant protection,0.784,Medium High,BERT+GPT
in-8e93985ade7d1e34,,lighting,0.831,High,BERT+GPT
in-8e93985ade7d1e34,,visibility,0.841,High,BERT+GPT
in-8e93985ade7d1e34,,vehicle State,0.833,High,BERT+GPT
in-8e93985ade7d1e34,,Software-in-the-Loop (SIL),0.75,Medium High,GPT
in-8e93985ade7d1e34,,simulation environment,0.75,Medium High,GPT
in-8e93985ade7d1e34,,Battery Management System Chassis,0.459,Low,BERT (standalone)
in-5bd2c411fbfa5f24,,infrastructure planning,0.75,Medium High,GPT
in-5bd2c411fbfa5f24,,design,0.75,Medium High,GPT
in-5bd2c411fbfa5f24,,data collection,0.75,Medium High,GPT
in-5bd2c411fbfa5f24,,telecommunications,0.75,Medium High,GPT
in-5bd2c411fbfa5f24,,utilities,0.75,Medium High,GPT
in-5bd2c411fbfa5f24,,municipalities,0.75,Medium High,GPT
in-31460aa1dac87da4,,feature management,0.75,Medium High,GPT
in-dca9204e2a639956,,container platform,0.75,Medium High,GPT
in-dca9204e2a639956,,cloud capabilities,0.75,Medium High,GPT
in-3f5dd318b3ab15e8,,statistical programming,0.75,Medium High,GPT
in-3f5dd318b3ab15e8,,macros,0.75,Medium High,GPT
in-3f5dd318b3ab15e8,,analytical datasets,0.75,Medium High,GPT
in-3f5dd318b3ab15e8,,raw data,0.75,Medium High,GPT
in-3f5dd318b3ab15e8,,advanced statistical methods,0.75,Medium High,GPT
in-23f0317d88e4e60e,,high-voltage installations,0.75,Medium High,GPT
in-23f0317d88e4e60e,,commissioning,0.75,Medium High,GPT
in-23f0317d88e4e60e,,FAT,0.75,Medium High,GPT
in-23f0317d88e4e60e,,SAT,0.75,Medium High,GPT
in-23f0317d88e4e60e,,grid stability,0.75,Medium High,GPT
in-23f0317d88e4e60e,,renewable energy,0.75,Medium High,GPT
in-d154c6922f647ddc,,Full Stack Engineering,0.75,Medium High,GPT
in-7d7f10d40983ca68,,Appium,0.85,High,BERT+GPT
in-7d7f10d40983ca68,,cross-platform UI automation frameworks,0.794,Medium High,BERT+GPT
in-7d7f10d40983ca68,,cross,0.556,Medium Low,BERT (standalone)
in-7e5aa2392c45758d,,CSR,0.847,High,BERT+GPT
in-7e5aa2392c45758d,,planned,0.304,Very Low,BERT (standalone)
in-81bdba459a6cac03,,market performance,0.75,Medium High,GPT
in-81bdba459a6cac03,,portfolios,0.75,Medium High,GPT
in-81bdba459a6cac03,,investment strategies,0.75,Medium High,GPT
in-81bdba459a6cac03,,S&P Dow Jones Indices,0.75,Medium High,GPT
in-81bdba459a6cac03,,S&P Global,0.75,Medium High,GPT
in-555317eb57356b7d,,Facility Management,0.75,Medium High,GPT
in-555317eb57356b7d,,Minot,0.283,Very Low,BERT (standalone)
in-a2fce1b87073008b,,modern programming languages,0.839,High,BERT+GPT
in-a2fce1b87073008b,,frameworks,0.75,Medium High,GPT
in-a2fce1b87073008b,,cloud deployment methodologies,0.849,High,BERT+GPT
in-a9caf6044c5982a5,,Open Banking,0.75,Medium High,GPT
in-107536c8f76afb41,,ACEM accreditation,0.75,Medium High,GPT
in-107536c8f76afb41,,Emergency Training,0.75,Medium High,GPT
in-107536c8f76afb41,,paediatric logbook accreditation,0.75,Medium High,GPT
in-4253237d507304c7,,AWS Neuron,0.75,Medium High,GPT
in-4253237d507304c7,,Inferentia,0.75,Medium High,GPT
in-5584c4ea0521a7e7,,AI,0.75,Medium High,GPT
in-5584c4ea0521a7e7,,LLM,0.75,Medium High,GPT
in-7199f8b61f253ce3,,data migration,0.838,High,BERT+GPT
in-7199f8b61f253ce3,,analytics,0.805,High,BERT+GPT
in-7199f8b61f253ce3,,business intelligence,0.833,High,BERT+GPT
in-7199f8b61f253ce3,,Microsoft Dynamics 365,0.75,Medium High,GPT
in-7199f8b61f253ce3,,Microsoft,0.554,Medium Low,BERT (standalone)
in-7199f8b61f253ce3,,Dynamics 365,0.506,Medium Low,BERT (standalone)
in-fd1cb1eb7024b498,,AI,0.75,Medium High,GPT
in-fd1cb1eb7024b498,,gamified learning platforms,0.75,Medium High,GPT
in-739f0a0c8a69de2a,,BREEAM,0.852,High,BERT+GPT
in-739f0a0c8a69de2a,,LEED,0.852,High,BERT+GPT
in-739f0a0c8a69de2a,,Data Analysis,0.851,High,BERT+GPT
in-739f0a0c8a69de2a,,Carbon Software,0.842,High,BERT+GPT
in-1f96df3e597c3f1a,,Azure,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,AWS,0.839,High,BERT+GPT
in-1f96df3e597c3f1a,,GCP,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,Docker,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,Kubernetes,0.846,High,BERT+GPT
in-1f96df3e597c3f1a,,Terraform,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,Helm,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,Prometheus,0.85,High,BERT+GPT
in-1f96df3e597c3f1a,,Grafana,0.848,High,BERT+GPT
in-1f96df3e597c3f1a,,AppDynamics,0.848,High,BERT+GPT
in-1f96df3e597c3f1a,,Datadog,0.848,High,BERT+GPT
in-1f96df3e597c3f1a,,Splunk,0.847,High,BERT+GPT
in-1f96df3e597c3f1a,,Python,0.816,High,BERT+GPT
in-1f96df3e597c3f1a,,Go,0.839,High,BERT+GPT
in-1f96df3e597c3f1a,,Java,0.835,High,BERT+GPT
in-1f96df3e597c3f1a,,SRE principles,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,SLAs,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,SLOs,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,error budgets,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,postmortems,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,reliability-focused system design,0.75,Medium High,GPT
in-1f96df3e597c3f1a,,cloud infrastructure,0.559,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,"GCP),",0.511,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,containerization,0.558,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,Infrastructure as Code,0.537,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,Helm).,0.559,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,observability and,0.507,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,monitoring tools,0.416,Low,BERT (standalone)
in-1f96df3e597c3f1a,,incident response,0.557,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,on,0.552,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,-call support.,0.527,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,"automation,",0.559,Medium Low,BERT (standalone)
in-1f96df3e597c3f1a,,"tooling,",0.559,Medium Low,BERT (standalone)
in-e758bf85ade6587f,,facilitation,0.443,Low,BERT (standalone)
in-2edf962ec238e57d,,Workplace Management,0.631,Medium,BERT+GPT
in-0224f82e600a0487,,bachelor’s degree,0.543,Medium Low,BERT (standalone)
in-acd5dd7e662d348f,,AI,0.807,High,BERT+GPT
in-acd5dd7e662d348f,,DevOps,0.852,High,BERT+GPT
in-acd5dd7e662d348f,,infrastructure as code,0.833,High,BERT+GPT
in-acd5dd7e662d348f,,CI/CD pipelines,0.75,Medium High,GPT
in-acd5dd7e662d348f,,cloud platforms,0.849,High,BERT+GPT
in-acd5dd7e662d348f,,AWS,0.75,Medium High,GPT
in-acd5dd7e662d348f,,GCP,0.839,High,BERT+GPT
in-acd5dd7e662d348f,,Azure,0.786,Medium High,BERT+GPT
in-acd5dd7e662d348f,,monitoring,0.841,High,BERT+GPT
in-acd5dd7e662d348f,,deployment automation,0.848,High,BERT+GPT
in-acd5dd7e662d348f,,AI/ML,0.75,Medium High,GPT
in-acd5dd7e662d348f,,CI,0.559,Medium Low,BERT (standalone)
in-acd5dd7e662d348f,,/,0.538,Medium Low,BERT (standalone)
in-acd5dd7e662d348f,,"CD pipelines,",0.555,Medium Low,BERT (standalone)
in-acd5dd7e662d348f,,/,0.546,Medium Low,BERT (standalone)
in-acd5dd7e662d348f,,/,0.538,Medium Low,BERT (standalone)
in-acd5dd7e662d348f,,/ ML,0.29,Very Low,BERT (standalone)
in-e17a65cac32522bd,,C++,0.75,Medium High,GPT
in-e17a65cac32522bd,,object-oriented design,0.75,Medium High,GPT
in-e17a65cac32522bd,,software engineering practices,0.758,Medium High,BERT+GPT
in-e17a65cac32522bd,,memory management,0.848,High,BERT+GPT
in-e17a65cac32522bd,,multiple processor use,0.848,High,BERT+GPT
in-e17a65cac32522bd,,runtime optimization,0.821,High,BERT+GPT
in-e17a65cac32522bd,,debugger,0.75,Medium High,GPT
in-e17a65cac32522bd,,C#,0.75,Medium High,GPT
in-e17a65cac32522bd,,Java,0.75,Medium High,GPT
in-e17a65cac32522bd,,tablets,0.75,Medium High,GPT
in-e17a65cac32522bd,,game console,0.75,Medium High,GPT
in-e17a65cac32522bd,,Perforce,0.75,Medium High,GPT
in-e17a65cac32522bd,,B.Sc.,0.542,Medium Low,BERT (standalone)
in-e17a65cac32522bd,,Computer Science,0.454,Low,BERT (standalone)
in-e17a65cac32522bd,,C,0.559,Medium Low,BERT (standalone)
in-e17a65cac32522bd,,+,0.424,Low,BERT (standalone)
in-e17a65cac32522bd,,+,0.439,Low,BERT (standalone)
in-e17a65cac32522bd,,object,0.56,Medium Low,BERT (standalone)
in-e17a65cac32522bd,,-oriented design and implementation,0.54,Medium Low,BERT (standalone)
in-e17a65cac32522bd,,good,0.479,Low,BERT (standalone)
in-c3253cb3e1779a73,,Procreate,0.848,High,BERT+GPT
in-c3253cb3e1779a73,,Photoshop,0.847,High,BERT+GPT
in-c3253cb3e1779a73,,Clo,0.852,High,BERT+GPT
in-c3253cb3e1779a73,,Marvelous,0.85,High,BERT+GPT
in-c3253cb3e1779a73,,clothing construction,0.848,High,BERT+GPT
in-c3253cb3e1779a73,,concept illustration,0.75,Medium High,GPT
in-38d7309793ec03da,,data,0.75,Medium High,GPT
in-38d7309793ec03da,,analytics,0.75,Medium High,GPT
in-38d7309793ec03da,,AI,0.75,Medium High,GPT
in-38d7309793ec03da,,Brainwaves,0.585,Medium Low,BERT+GPT
in-91b58fa743ac0e0b,,IT,0.8,Medium High,BERT+GPT
in-91b58fa743ac0e0b,,project management,0.819,High,BERT+GPT
in-3e676dfc2ac76b5b,,security,0.815,High,BERT+GPT
in-3e676dfc2ac76b5b,,QA,0.849,High,BERT+GPT
in-3e676dfc2ac76b5b,,support,0.666,Medium,BERT+GPT
in-43153cbff29cbdd2,,AWS,0.75,Medium High,GPT
in-43153cbff29cbdd2,,Google Cloud,0.75,Medium High,GPT
in-43153cbff29cbdd2,,Microsoft Azure,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Slack,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Github,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Google Workspace,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Typescript,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Node,0.75,Medium High,GPT
in-00f11d46cb1752d2,,.NET,0.75,Medium High,GPT
in-00f11d46cb1752d2,,React,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Vue,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Mongodb,0.75,Medium High,GPT
in-00f11d46cb1752d2,,pgsql,0.75,Medium High,GPT
in-00f11d46cb1752d2,,MySQL,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Docker,0.75,Medium High,GPT
in-00f11d46cb1752d2,,LangChain,0.75,Medium High,GPT
in-00f11d46cb1752d2,,LangGraph,0.75,Medium High,GPT
in-00f11d46cb1752d2,,vector databases,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Pinecone,0.75,Medium High,GPT
in-00f11d46cb1752d2,,FAISS,0.75,Medium High,GPT
in-00f11d46cb1752d2,,Jira,0.416,Low,BERT (standalone)
in-00f11d46cb1752d2,,Confluence,0.547,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,Kubernetes,0.469,Low,BERT (standalone)
in-00f11d46cb1752d2,,Google Cloud,0.542,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,AWS,0.509,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,Terraform,0.536,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,Microservices,0.527,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,REST APIs,0.556,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,Github Actions,0.428,Low,BERT (standalone)
in-00f11d46cb1752d2,,OpenAPI,0.558,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,/,0.532,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,Contract First API AI,0.534,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,"MLflow,",0.553,Medium Low,BERT (standalone)
in-00f11d46cb1752d2,,Weights &,0.424,Low,BERT (standalone)
in-00f11d46cb1752d2,,"Biases,",0.548,Medium Low,BERT (standalone)
in-c61e70300ea947d2,,post-production,0.75,Medium High,GPT
in-c61e70300ea947d2,,post,0.457,Low,BERT (standalone)
in-c61e70300ea947d2,,-production,0.438,Low,BERT (standalone)
in-5ced6d9107a6c537,,UX/UI design,0.75,Medium High,GPT
in-5ced6d9107a6c537,,ecommerce,0.75,Medium High,GPT
in-5ced6d9107a6c537,,brand systems,0.75,Medium High,GPT
in-5ced6d9107a6c537,,user-centered design,0.75,Medium High,GPT
in-5ced6d9107a6c537,,UX research,0.75,Medium High,GPT
in-5ced6d9107a6c537,,design strategies,0.75,Medium High,GPT
in-5ced6d9107a6c537,,digital experiences,0.75,Medium High,GPT
in-5ced6d9107a6c537,,client briefs,0.75,Medium High,GPT
in-5ced6d9107a6c537,,business objectives,0.75,Medium High,GPT
in-5ced6d9107a6c537,,design workshops,0.75,Medium High,GPT
in-5ced6d9107a6c537,,UX strategies,0.75,Medium High,GPT
in-a1fdabde381d60b9,,AI behaviours,0.75,Medium High,GPT
in-a1fdabde381d60b9,,AI systems,0.75,Medium High,GPT
in-a1fdabde381d60b9,,proprietary engine,0.75,Medium High,GPT
in-49937ed710226bef,,California Consumer Privacy Act (CCPA),0.75,Medium High,GPT
in-56f80e243be7f34b,,fintech,0.75,Medium High,GPT
in-56f80e243be7f34b,,lending,0.75,Medium High,GPT
in-56f80e243be7f34b,,compliance,0.75,Medium High,GPT
in-4cccd84fbec527e6,,automotive technologies,0.75,Medium High,GPT
in-4cccd84fbec527e6,,mechatronics,0.75,Medium High,GPT
in-4cccd84fbec527e6,,mirrors,0.75,Medium High,GPT
in-4cccd84fbec527e6,,lighting,0.75,Medium High,GPT
in-4cccd84fbec527e6,,mobility,0.75,Medium High,GPT
in-d2263ccd0b6063d6,,cutting edge technology,0.75,Medium High,GPT
in-d675a9a31dc9aba0,,compiler development,0.851,High,BERT+GPT
in-79ded432e6d70498,,SQL,0.702,Medium High,BERT+GPT
in-79ded432e6d70498,,EXPLAIN plans,0.75,Medium High,GPT
in-79ded432e6d70498,,indexing strategies,0.75,Medium High,GPT
in-79ded432e6d70498,,CREATE/ALTER statements,0.746,Medium High,BERT+GPT
in-79ded432e6d70498,,rollback planning,0.822,High,BERT+GPT
in-79ded432e6d70498,,automated backup and restoration procedures,0.75,Medium High,GPT
in-79ded432e6d70498,,security policies,0.75,Medium High,GPT
in-79ded432e6d70498,,data encoding,0.75,Medium High,GPT
in-79ded432e6d70498,,transaction logs,0.75,Medium High,GPT
in-79ded432e6d70498,,failover recovery,0.75,Medium High,GPT
in-79ded432e6d70498,,compliance data extractions,0.75,Medium High,GPT
in-79ded432e6d70498,,system audits,0.75,Medium High,GPT
in-79ded432e6d70498,,EXPLAIN,0.539,Medium Low,BERT (standalone)
in-79ded432e6d70498,,CREATE,0.558,Medium Low,BERT (standalone)
in-79ded432e6d70498,,/,0.553,Medium Low,BERT (standalone)
in-21631aaadb4ac4fd,,AI,0.75,Medium High,GPT
in-21631aaadb4ac4fd,,Apple Intelligence,0.75,Medium High,GPT
in-54d34072dac88699,,AWS,0.75,Medium High,GPT
in-041781600be23534,,traditional sheet metal production,0.75,Medium High,GPT
in-20819a46539714f8,,sample handling,0.846,High,BERT+GPT
in-20819a46539714f8,,reagent dispensing,0.844,High,BERT+GPT
in-20819a46539714f8,,measurements,0.634,Medium,BERT+GPT
in-018e6b8bf57d5c5a,,C++,0.75,Medium High,GPT
in-018e6b8bf57d5c5a,,C#,0.75,Medium High,GPT
in-018e6b8bf57d5c5a,,JAVA,0.75,Medium High,GPT
in-018e6b8bf57d5c5a,,scripting,0.792,Medium High,BERT+GPT
in-018e6b8bf57d5c5a,,C,0.541,Medium Low,BERT (standalone)
in-018e6b8bf57d5c5a,,+,0.541,Medium Low,BERT (standalone)
in-018e6b8bf57d5c5a,,"+,",0.521,Medium Low,BERT (standalone)
in-018e6b8bf57d5c5a,,C,0.558,Medium Low,BERT (standalone)
in-018e6b8bf57d5c5a,,"#,",0.529,Medium Low,BERT (standalone)
in-018e6b8bf57d5c5a,,"JAVA),",0.559,Medium Low,BERT (standalone)
in-d3d7c3d4ab9f342b,,Discord,0.75,Medium High,GPT
in-d3d7c3d4ab9f342b,,gaming,0.75,Medium High,GPT
in-e236c0ac48a92dea,,emerging AI technologies,0.776,Medium High,BERT+GPT
in-86086a304062e156,,Microsoft,0.665,Medium,BERT+GPT
in-86086a304062e156,,SAP,0.683,Medium,BERT+GPT
in-86086a304062e156,,Visual Studio,0.731,Medium High,BERT+GPT
in-86086a304062e156,,SSIS,0.82,High,BERT+GPT
in-86086a304062e156,,Dimensional Modeling,0.71,Medium High,BERT+GPT
in-86086a304062e156,,PowerBI,0.75,Medium High,GPT
in-86086a304062e156,,SQL 2016,0.75,Medium High,GPT
in-86086a304062e156,,SQL 2022,0.75,Medium High,GPT
in-86086a304062e156,,SQL Azure,0.75,Medium High,GPT
in-2d0ccdc10653d678,,Terraform,0.848,High,BERT+GPT
in-2d0ccdc10653d678,,CloudFormation,0.849,High,BERT+GPT
in-2d0ccdc10653d678,,Ansible,0.85,High,BERT+GPT
in-2d0ccdc10653d678,,Puppet,0.852,High,BERT+GPT
in-2d0ccdc10653d678,,OpenStack,0.85,High,BERT+GPT
in-2d0ccdc10653d678,,Continuous Integration/Continuous Deployment (CI/CD),0.794,Medium High,BERT+GPT
in-2d0ccdc10653d678,,AzureDevOps,0.848,High,BERT+GPT
in-2d0ccdc10653d678,,Jenkins,0.848,High,BERT+GPT
in-2d0ccdc10653d678,,CircleCI,0.848,High,BERT+GPT
in-2d0ccdc10653d678,,GitLab,0.849,High,BERT+GPT
in-2d0ccdc10653d678,,Travis CI,0.827,High,BERT+GPT
in-2d0ccdc10653d678,,Security tools,0.838,High,BERT+GPT
in-2d0ccdc10653d678,,SDLC,0.851,High,BERT+GPT
in-2d0ccdc10653d678,,pipeline deployment,0.838,High,BERT+GPT
in-2d0ccdc10653d678,,/,0.557,Medium Low,BERT (standalone)
in-2d0ccdc10653d678,,CD) Tools,0.445,Low,BERT (standalone)
in-8e51ede1a86af893,,machine learning,0.78,Medium High,BERT+GPT
in-8e51ede1a86af893,,AI models,0.75,Medium High,GPT
in-69df82227da7ff1f,,national security,0.75,Medium High,GPT
in-69df82227da7ff1f,,technology innovation,0.75,Medium High,GPT
in-69df82227da7ff1f,,science,0.75,Medium High,GPT
in-69df82227da7ff1f,,engineering,0.75,Medium High,GPT
in-4d23cfdf1e39da47,,platform operations,0.829,High,BERT+GPT
in-4d23cfdf1e39da47,,data integration,0.847,High,BERT+GPT
in-4d23cfdf1e39da47,,AI enablement,0.83,High,BERT+GPT
in-8309226b8eb92e80,,Unity Graphics,0.75,Medium High,GPT
in-8309226b8eb92e80,,graphics stack,0.75,Medium High,GPT
in-8309226b8eb92e80,,performance,0.75,Medium High,GPT
in-8309226b8eb92e80,,quality,0.75,Medium High,GPT
in-8309226b8eb92e80,,device reach,0.75,Medium High,GPT
in-bcf8e72773555473,,Autodesk Alias,0.75,Medium High,GPT
in-bcf8e72773555473,,Autodesk,0.558,Medium Low,BERT (standalone)
in-bcf8e72773555473,,Alias,0.262,Very Low,BERT (standalone)
in-5910bc38a3003b6c,,continuous improvement,0.759,Medium High,BERT+GPT
in-b7c6e5df590ec39e,,product portfolio,0.75,Medium High,GPT
in-b7c6e5df590ec39e,,renewal contracting processes,0.75,Medium High,GPT
in-3f2ddb2d883a1147,,data engineering workflows,0.802,High,BERT+GPT
in-753f7fe838c1e5a4,,Te Tiriti o Waitangi,0.75,Medium High,GPT
in-753f7fe838c1e5a4,,HPLC,0.75,Medium High,GPT
in-753f7fe838c1e5a4,,LC-MSMS,0.75,Medium High,GPT
in-753f7fe838c1e5a4,,Health New Zealand | Te Whatu Ora,0.75,Medium High,GPT
in-753f7fe838c1e5a4,,Medical Sciences Council of New Zealand,0.75,Medium High,GPT
in-753f7fe838c1e5a4,,IANZ-accredited medical laboratory,0.75,Medium High,GPT
in-753f7fe838c1e5a4,,Te,0.507,Medium Low,BERT (standalone)
in-753f7fe838c1e5a4,,Tiriti,0.431,Low,BERT (standalone)
in-753f7fe838c1e5a4,,Waitangi,0.425,Low,BERT (standalone)
in-753f7fe838c1e5a4,,specialist laboratory,0.518,Medium Low,BERT (standalone)
in-2e43cfa3de5cdbea,,Strategy & Governance,0.75,Medium High,GPT
in-2e43cfa3de5cdbea,,Implement & Operate,0.75,Medium High,GPT
in-2e43cfa3de5cdbea,,Detect & Respond,0.75,Medium High,GPT
in-ceb9ec4905c662f3,,digital transformation,0.75,Medium High,GPT
in-ceb9ec4905c662f3,,omnichannel enablement,0.75,Medium High,GPT
in-ceb9ec4905c662f3,,healthcare landscape,0.75,Medium High,GPT
in-fdeeccbc0cd16011,,Python,0.846,High,BERT+GPT
in-fdeeccbc0cd16011,,Spark,0.847,High,BERT+GPT
in-fdeeccbc0cd16011,,Jupyter Notebooks,0.781,Medium High,BERT+GPT
in-fdeeccbc0cd16011,,Java,0.847,High,BERT+GPT
in-fdeeccbc0cd16011,,SQL,0.846,High,BERT+GPT
in-fdeeccbc0cd16011,,Shell scripting,0.845,High,BERT+GPT
in-c5791b36e072fba2,,Accounting,0.824,High,BERT+GPT
in-c5791b36e072fba2,,Finance,0.822,High,BERT+GPT
in-c5791b36e072fba2,,Economics,0.761,Medium High,BERT+GPT
in-c5791b36e072fba2,,asset/capital intensive,0.75,Medium High,GPT
in-c5791b36e072fba2,,construction industry,0.842,High,BERT+GPT
in-c5791b36e072fba2,,Bachelors' degree,0.549,Medium Low,BERT (standalone)
in-c5791b36e072fba2,,asset /,0.496,Low,BERT (standalone)
in-c5791b36e072fba2,,capital intensive,0.501,Medium Low,BERT (standalone)
in-0ce4ee994f5986ef,,ITIL,0.852,High,BERT+GPT
in-0ce4ee994f5986ef,,ServiceNow,0.851,High,BERT+GPT
in-0ce4ee994f5986ef,,SSH,0.75,Medium High,GPT
