job_id,date_posted,knowledge,confidence_score,confidence_tier,source,run_id
in-2c13c2be76b85ef4,,"data or software engineering,",0.532,Medium Low,BERT (standalone),results_run1
in-2c13c2be76b85ef4,,TypeScript).,0.532,Medium Low,BERT (standalone),results_run1
in-5cfb61f97850b91c,,Slack,0.75,Medium High,GPT,results_run1
in-5cfb61f97850b91c,,model,0.75,Medium High,GPT,results_run1
in-fc722b5945cc8571,,KS3,0.828,High,BERT+GPT,results_run1
in-fc722b5945cc8571,,GCSE,0.831,High,BERT+GPT,results_run1
in-fc722b5945cc8571,,A Level music,0.831,High,BERT+GPT,results_run1
in-7ed40d80ae62c22c,,metadata tools,0.75,Medium High,GPT,results_run1
in-7ed40d80ae62c22c,,data sources,0.75,Medium High,GPT,results_run1
in-7ed40d80ae62c22c,,analytic structures,0.829,High,BERT+GPT,results_run1
in-7ed40d80ae62c22c,,semantic layers,0.828,High,BERT+GPT,results_run1
in-7ed40d80ae62c22c,,BI applications,0.829,High,BERT+GPT,results_run1
in-7ed40d80ae62c22c,,data integration,0.831,High,BERT+GPT,results_run1
in-7ed40d80ae62c22c,,cleansing tools,0.75,Medium High,GPT,results_run1
in-7ed40d80ae62c22c,,release management,0.831,High,BERT+GPT,results_run1
in-7ed40d80ae62c22c,,ETL,0.75,Medium High,GPT,results_run1
in-7ed40d80ae62c22c,,data structure,0.75,Medium High,GPT,results_run1
in-d2d06264a42edff4,,Java,0.831,High,BERT+GPT,results_run1
in-d2d06264a42edff4,,Spring Boot framework,0.825,High,BERT+GPT,results_run1
in-d2d06264a42edff4,,object,0.532,Medium Low,BERT (standalone),results_run1
in-d2d06264a42edff4,,-oriented development,0.532,Medium Low,BERT (standalone),results_run1
in-a61eec48f79fb8ad,,mission-critical systems,0.75,Medium High,GPT,results_run1
in-a61eec48f79fb8ad,,public-facing digital experiences,0.75,Medium High,GPT,results_run1
in-eedf08e30be9ab51,,checklists,0.826,High,BERT+GPT,results_run1
in-eedf08e30be9ab51,,threat models,0.831,High,BERT+GPT,results_run1
in-eedf08e30be9ab51,,DFDs,0.823,High,BERT+GPT,results_run1
in-eedf08e30be9ab51,,/,0.532,Medium Low,BERT (standalone),results_run1
in-9104b61c30777b8e,,zero-emission buses,0.75,Medium High,GPT,results_run1
in-9104b61c30777b8e,,coaches,0.75,Medium High,GPT,results_run1
in-9104b61c30777b8e,,infrastructure,0.75,Medium High,GPT,results_run1
in-9104b61c30777b8e,,technology,0.75,Medium High,GPT,results_run1
in-9104b61c30777b8e,,smart mobility solutions,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,genomics,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,translational medical research,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,patient care,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,Cancer,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,Infection and Inflammation,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,Brain and Mental Health,0.75,Medium High,GPT,results_run1
in-06f3a5d918c2f94d,,Population Health,0.75,Medium High,GPT,results_run1
in-1c57ac451752261a,,data entry,0.826,High,BERT+GPT,results_run1
in-1c57ac451752261a,,computer,0.831,High,BERT+GPT,results_run1
in-1c57ac451752261a,,mouse,0.825,High,BERT+GPT,results_run1
in-1c57ac451752261a,,calculator,0.827,High,BERT+GPT,results_run1
in-1c57ac451752261a,,Computer Science,0.826,High,BERT+GPT,results_run1
in-1c57ac451752261a,,Information Technology,0.824,High,BERT+GPT,results_run1
in-1c57ac451752261a,,Statistics,0.823,High,BERT+GPT,results_run1
in-1c57ac451752261a,,Bachelor's degree,0.532,Medium Low,BERT (standalone),results_run1
in-b00b7ff72c5de0f7,,Microsoft Dynamics 365 Business Central,0.824,High,BERT+GPT,results_run1
in-b00b7ff72c5de0f7,,Dynamics NAV,0.825,High,BERT+GPT,results_run1
in-b00b7ff72c5de0f7,,Microsoft,0.532,Medium Low,BERT (standalone),results_run1
in-6cc985ff2012e7f6,,cloud services,0.75,Medium High,GPT,results_run1
in-6cc985ff2012e7f6,,machine learning,0.83,High,BERT+GPT,results_run1
in-6cc985ff2012e7f6,,big data technologies,0.75,Medium High,GPT,results_run1
in-4449a37de50f3a5d,,Dynamics 365,0.75,Medium High,GPT,results_run1
in-4449a37de50f3a5d,,legacy applications,0.75,Medium High,GPT,results_run1
in-4449a37de50f3a5d,,data migration,0.75,Medium High,GPT,results_run1
in-7672c5e3a5f650bc,,Qlik,0.829,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,Power BI,0.829,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,Tableau,0.822,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,Excel,0.831,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,Python,0.825,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,SQL,0.825,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,SAS,0.827,High,BERT+GPT,results_run1
in-7672c5e3a5f650bc,,data manipulation,0.831,High,BERT+GPT,results_run1
in-b77391e7abfa2533,,Security clearance,0.831,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,Unreal Engine 5,0.83,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,sequencer,0.827,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,video editing,0.831,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,Adobe Premiere,0.75,Medium High,GPT,results_run1
in-50557d3b9100d3a5,,Audition,0.828,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,Photoshop,0.826,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,After Effects,0.827,High,BERT+GPT,results_run1
in-50557d3b9100d3a5,,Davinci Resolve,0.75,Medium High,GPT,results_run1
in-50557d3b9100d3a5,,post-production workflows,0.75,Medium High,GPT,results_run1
in-50557d3b9100d3a5,,video formats,0.75,Medium High,GPT,results_run1
in-50557d3b9100d3a5,,process,0.75,Medium High,GPT,results_run1
in-50557d3b9100d3a5,,creative video editorial,0.532,Medium Low,BERT (standalone),results_run1
in-50557d3b9100d3a5,,Adobe,0.532,Medium Low,BERT (standalone),results_run1
in-50557d3b9100d3a5,,"Premiere,",0.532,Medium Low,BERT (standalone),results_run1
in-50557d3b9100d3a5,,Davinci,0.532,Medium Low,BERT (standalone),results_run1
in-50557d3b9100d3a5,,Resolve.,0.532,Medium Low,BERT (standalone),results_run1
in-50557d3b9100d3a5,,post,0.532,Medium Low,BERT (standalone),results_run1
in-50557d3b9100d3a5,,-production,0.532,Medium Low,BERT (standalone),results_run1
in-d45baa79804503d5,,Delinea.com,0.75,Medium High,GPT,results_run1
in-d45baa79804503d5,,LinkedIn,0.75,Medium High,GPT,results_run1
in-d45baa79804503d5,,X,0.75,Medium High,GPT,results_run1
in-d45baa79804503d5,,YouTube,0.75,Medium High,GPT,results_run1
in-33dcebba6a6ea572,,Lean Six Sigma,0.75,Medium High,GPT,results_run1
in-33dcebba6a6ea572,,.NET classes,0.831,High,BERT+GPT,results_run1
in-33dcebba6a6ea572,,markup languages,0.831,High,BERT+GPT,results_run1
in-33dcebba6a6ea572,,Lean,0.532,Medium Low,BERT (standalone),results_run1
in-33dcebba6a6ea572,,Six Sigma),0.532,Medium Low,BERT (standalone),results_run1
in-d920b2e89a2ca3d5,,synchronous virtual classroom,0.75,Medium High,GPT,results_run1
in-d920b2e89a2ca3d5,,experiential learning,0.75,Medium High,GPT,results_run1
in-d920b2e89a2ca3d5,,self-directed learning,0.75,Medium High,GPT,results_run1
in-d920b2e89a2ca3d5,,"virtual classroom,",0.532,Medium Low,BERT (standalone),results_run1
in-d920b2e89a2ca3d5,,"experiential,",0.532,Medium Low,BERT (standalone),results_run1
in-d920b2e89a2ca3d5,,self,0.532,Medium Low,BERT (standalone),results_run1
in-d920b2e89a2ca3d5,,"-directed learning,",0.532,Medium Low,BERT (standalone),results_run1
in-43750b70df27e190,,application,0.831,High,BERT+GPT,results_run1
in-43750b70df27e190,,cloud software development,0.83,High,BERT+GPT,results_run1
in-876771d6114ad9c4,,OLTP,0.75,Medium High,GPT,results_run1
in-876771d6114ad9c4,,OLAP,0.75,Medium High,GPT,results_run1
in-f296ad8b5dabd515,,Angular,0.824,High,BERT+GPT,results_run1
in-f296ad8b5dabd515,,Spring Boot,0.825,High,BERT+GPT,results_run1
in-f296ad8b5dabd515,,Docker,0.827,High,BERT+GPT,results_run1
in-f296ad8b5dabd515,,Kubernetes,0.829,High,BERT+GPT,results_run1
in-f296ad8b5dabd515,,reactive programming,0.829,High,BERT+GPT,results_run1
in-f296ad8b5dabd515,,secure API design,0.827,High,BERT+GPT,results_run1
in-c9b43006a6034762,,pharmacy software solutions,0.75,Medium High,GPT,results_run1
in-c9b43006a6034762,,cloud based clinical services,0.75,Medium High,GPT,results_run1
in-b579c88586667f78,,test automation,0.831,High,BERT+GPT,results_run1
in-b579c88586667f78,,quality engineering,0.831,High,BERT+GPT,results_run1
in-d0ba58a34e318b78,,Traffic Management Plans,0.75,Medium High,GPT,results_run1
in-93c8b5542a7e6fae,,security,0.75,Medium High,GPT,results_run1
in-93c8b5542a7e6fae,,privacy,0.75,Medium High,GPT,results_run1
in-93c8b5542a7e6fae,,confidentiality,0.75,Medium High,GPT,results_run1
in-93c8b5542a7e6fae,,integrity,0.75,Medium High,GPT,results_run1
in-93c8b5542a7e6fae,,availability,0.75,Medium High,GPT,results_run1
in-edc97929d16bc3d7,,Typescript,0.75,Medium High,GPT,results_run1
in-edc97929d16bc3d7,,NodeJs,0.831,High,BERT+GPT,results_run1
in-edc97929d16bc3d7,,React,0.831,High,BERT+GPT,results_run1
in-edc97929d16bc3d7,,Dart,0.75,Medium High,GPT,results_run1
in-edc97929d16bc3d7,,React).,0.532,Medium Low,BERT (standalone),results_run1
in-4c3f10896b8e394f,,distributed systems,0.75,Medium High,GPT,results_run1
in-4c3f10896b8e394f,,transactions,0.75,Medium High,GPT,results_run1
in-15f9cac19b0eb008,,practice or revenue management,0.819,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,billing/invoicing,0.819,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,revenue reporting,0.831,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,change management,0.823,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,business and finance operations,0.821,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,accounting principles,0.828,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,SAP,0.831,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,Excel,0.831,High,BERT+GPT,results_run1
in-15f9cac19b0eb008,,practice or,0.532,Medium Low,BERT (standalone),results_run1
in-15f9cac19b0eb008,,billing,0.532,Medium Low,BERT (standalone),results_run1
in-15f9cac19b0eb008,,/,0.532,Medium Low,BERT (standalone),results_run1
in-15f9cac19b0eb008,,business and /,0.532,Medium Low,BERT (standalone),results_run1
in-15f9cac19b0eb008,,Deloitte,0.532,Medium Low,BERT (standalone),results_run1
in-3b332dd3b7534b46,,SystemC,0.831,High,BERT+GPT,results_run1
in-3b332dd3b7534b46,,TLM,0.831,High,BERT+GPT,results_run1
in-3b332dd3b7534b46,,QEMU,0.829,High,BERT+GPT,results_run1
in-3b332dd3b7534b46,,"virtual platforms,",0.532,Medium Low,BERT (standalone),results_run1
in-6f8176670ac369bb,,API-first thinking,0.75,Medium High,GPT,results_run1
in-6f8176670ac369bb,,cloud architecture best practices,0.83,High,BERT+GPT,results_run1
in-6f8176670ac369bb,,scalable service design,0.75,Medium High,GPT,results_run1
in-6f8176670ac369bb,,API,0.532,Medium Low,BERT (standalone),results_run1
in-6f8176670ac369bb,,-first,0.532,Medium Low,BERT (standalone),results_run1
in-6f8176670ac369bb,,scalable,0.532,Medium Low,BERT (standalone),results_run1
in-6f8176670ac369bb,,service design.,0.532,Medium Low,BERT (standalone),results_run1
in-8515947b3a7ed1d5,,React Native,0.831,High,BERT+GPT,results_run1
in-8515947b3a7ed1d5,,multi platform mobile applications,0.831,High,BERT+GPT,results_run1
in-1612fadc85fbba60,,architecture,0.75,Medium High,GPT,results_run1
in-1612fadc85fbba60,,design,0.75,Medium High,GPT,results_run1
in-1612fadc85fbba60,,built environment,0.75,Medium High,GPT,results_run1
in-9085522aa3cb75f8,,ESG,0.75,Medium High,GPT,results_run1
in-9085522aa3cb75f8,,Sustainability,0.75,Medium High,GPT,results_run1
in-39c29c082889bb42,,UX/UI design,0.75,Medium High,GPT,results_run1
in-0fcf7cfd3902f2f0,,STSD,0.829,High,BERT+GPT,results_run1
in-0fcf7cfd3902f2f0,,ISEP,0.827,High,BERT+GPT,results_run1
in-0fcf7cfd3902f2f0,,CFOTI,0.831,High,BERT+GPT,results_run1
in-65da99cbb70cb6a1,,Americans with Disabilities Act (ADA),0.75,Medium High,GPT,results_run1
in-1331d647a53d4a22,,EHS procedures,0.75,Medium High,GPT,results_run1
in-1331d647a53d4a22,,Coherent Scotland EHS standards,0.75,Medium High,GPT,results_run1
in-1331d647a53d4a22,,Coherent,0.532,Medium Low,BERT (standalone),results_run1
in-2f4e8e1d3b8770b1,,Data Protection Act 1998,0.75,Medium High,GPT,results_run1
in-2f4e8e1d3b8770b1,,HS2,0.75,Medium High,GPT,results_run1
in-ad79e85e7bf42da7,,Machine Learning,0.75,Medium High,GPT,results_run1
in-ad79e85e7bf42da7,,Artificial Intelligence,0.75,Medium High,GPT,results_run1
in-ad79e85e7bf42da7,,Sales,0.75,Medium High,GPT,results_run1
in-ad79e85e7bf42da7,,Customer Domains,0.75,Medium High,GPT,results_run1
in-dc75cc4e5d341b42,,solution implementation,0.532,Medium Low,BERT (standalone),results_run1
in-250ca6eadc16652a,,end-to-end deployment,0.75,Medium High,GPT,results_run1
in-250ca6eadc16652a,,bootcamp,0.831,High,BERT+GPT,results_run1
in-250ca6eadc16652a,,end,0.532,Medium Low,BERT (standalone),results_run1
in-250ca6eadc16652a,,-to,0.532,Medium Low,BERT (standalone),results_run1
in-250ca6eadc16652a,,-end deployment of our,0.532,Medium Low,BERT (standalone),results_run1
in-c3f6ea2670e5148c,,financial crime controls,0.829,High,BERT+GPT,results_run1
in-c3f6ea2670e5148c,,regulatory reports,0.75,Medium High,GPT,results_run1
in-c3f6ea2670e5148c,,training programs,0.75,Medium High,GPT,results_run1
in-999a8e4f72081cac,,beauty products,0.75,Medium High,GPT,results_run1
in-999a8e4f72081cac,,skin care,0.75,Medium High,GPT,results_run1
in-999a8e4f72081cac,,APAC region,0.75,Medium High,GPT,results_run1
in-10640f079ff3d101,,cloud hosted services,0.75,Medium High,GPT,results_run1
in-10640f079ff3d101,,SaaS,0.75,Medium High,GPT,results_run1
in-7bdfb998eb1870e8,,servers,0.75,Medium High,GPT,results_run1
in-7bdfb998eb1870e8,,applications,0.75,Medium High,GPT,results_run1
in-7bdfb998eb1870e8,,databases,0.75,Medium High,GPT,results_run1
in-7bdfb998eb1870e8,,caches,0.75,Medium High,GPT,results_run1
in-0fabb6b0a955f7c9,,BigQuery,0.829,High,BERT+GPT,results_run1
in-0fabb6b0a955f7c9,,Looker,0.827,High,BERT+GPT,results_run1
in-0fabb6b0a955f7c9,,Metabase,0.825,High,BERT+GPT,results_run1
in-0fabb6b0a955f7c9,,Mixpanel,0.825,High,BERT+GPT,results_run1
in-0fabb6b0a955f7c9,,SQL,0.831,High,BERT+GPT,results_run1
in-0fabb6b0a955f7c9,,data pipelines,0.75,Medium High,GPT,results_run1
in-0fabb6b0a955f7c9,,databases,0.75,Medium High,GPT,results_run1
in-0fabb6b0a955f7c9,,dashboards,0.75,Medium High,GPT,results_run1
in-0fabb6b0a955f7c9,,analytics tools,0.75,Medium High,GPT,results_run1
in-0fabb6b0a955f7c9,,data models,0.75,Medium High,GPT,results_run1
in-d6cd8f9a9146cebe,,embedded hardware,0.75,Medium High,GPT,results_run1
in-d6cd8f9a9146cebe,,cloud services,0.75,Medium High,GPT,results_run1
in-d6cd8f9a9146cebe,,rich UIs,0.75,Medium High,GPT,results_run1
in-5661147c3fc2c171,,arts and historical programs,0.829,High,BERT+GPT,results_run1
in-201cadfa9466f242,,CQC fundamental standards,0.82,High,BERT+GPT,results_run1
in-201cadfa9466f242,,Mental Capacity Act,0.829,High,BERT+GPT,results_run1
in-201cadfa9466f242,,Deprivation of Liberty Safeguards,0.827,High,BERT+GPT,results_run1
in-201cadfa9466f242,,ICT,0.831,High,BERT+GPT,results_run1
in-99cd1e6d06ed0d7c,,Python,0.831,High,BERT+GPT,results_run1
in-99cd1e6d06ed0d7c,,modern backend frameworks,0.831,High,BERT+GPT,results_run1
in-99cd1e6d06ed0d7c,,Information Technology,0.831,High,BERT+GPT,results_run1
in-73c049a0e81940e6,,cybersecurity strategy,0.75,Medium High,GPT,results_run1
in-73c049a0e81940e6,,attack surface,0.75,Medium High,GPT,results_run1
in-73c049a0e81940e6,,adversaries’ cost of attack,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Medical insurance,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Dental insurance,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Vision insurance,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,401(k) contribution,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Paid parental leave,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Home office improvement bonus,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Paid Vacation,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Sick time,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,BetterHelp sessions,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Company Winter Holiday shutdown,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Company Summer Holiday shutdown,0.75,Medium High,GPT,results_run1
in-04c0c859f70ed97d,,Company Events,0.75,Medium High,GPT,results_run1
in-a3f61e22badabb4a,,DV Clearance,0.831,High,BERT+GPT,results_run1
in-c6bd608257e42a45,,AI,0.75,Medium High,GPT,results_run1
in-c6bd608257e42a45,,cloud,0.75,Medium High,GPT,results_run1
in-c6bd608257e42a45,,data,0.75,Medium High,GPT,results_run1
in-c6bd608257e42a45,,industry expertise,0.75,Medium High,GPT,results_run1
in-c6bd608257e42a45,,partner ecosystem,0.75,Medium High,GPT,results_run1
in-7a53a83e6a14155a,,OLAS utility token,0.75,Medium High,GPT,results_run2
in-7a53a83e6a14155a,,AI Agent economies,0.75,Medium High,GPT,results_run2
in-7a53a83e6a14155a,,Olas,0.75,Medium High,GPT,results_run2
in-7a53a83e6a14155a,,Olas DAO,0.75,Medium High,GPT,results_run2
in-d40868138acb23e2,,data governance,0.85,High,BERT+GPT,results_run2
in-d40868138acb23e2,,data quality principles,0.85,High,BERT+GPT,results_run2
in-d40868138acb23e2,,health data legislation,0.808,High,BERT+GPT,results_run2
in-d40868138acb23e2,,policies,0.75,Medium High,GPT,results_run2
in-d40868138acb23e2,,standards,0.75,Medium High,GPT,results_run2
in-3934f8406260f51c,,3D CAD,0.75,Medium High,GPT,results_run2
in-3934f8406260f51c,,Naval Surface Warfare Center,0.75,Medium High,GPT,results_run2
in-3934f8406260f51c,,Integrated Topside Design,0.75,Medium High,GPT,results_run2
in-4c9c64939618991b,,DP-203 Azure Data Engineer,0.75,Medium High,GPT,results_run2
in-4c9c64939618991b,,Azure Fundamentals,0.75,Medium High,GPT,results_run2
in-4c9c64939618991b,,Databricks,0.75,Medium High,GPT,results_run2
in-2bd1002c386f19b0,,software development,0.835,High,BERT+GPT,results_run2
in-b0c6518776bf5dcc,,Blazor,0.799,Medium High,BERT+GPT,results_run2
in-b0c6518776bf5dcc,,Xamarin,0.848,High,BERT+GPT,results_run2
in-b0c6518776bf5dcc,,Payment platforms and devices,0.825,High,BERT+GPT,results_run2
in-b0c6518776bf5dcc,,compliance frameworks,0.846,High,BERT+GPT,results_run2
in-b0c6518776bf5dcc,,SOCII,0.75,Medium High,GPT,results_run2
in-b0c6518776bf5dcc,,PCI,0.843,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,product management,0.849,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,security,0.84,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,privacy,0.826,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,network security products,0.75,Medium High,GPT,results_run2
in-dde2bf4470adcb09,,web security products,0.75,Medium High,GPT,results_run2
in-dde2bf4470adcb09,,strategic marketing,0.844,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,business operations,0.845,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,consulting,0.752,Medium High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,software development,0.851,High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,engineering,0.745,Medium High,BERT+GPT,results_run2
in-dde2bf4470adcb09,,Bachelor's degree,0.556,Medium Low,BERT (standalone),results_run2
in-dde2bf4470adcb09,,network or web security products.,0.544,Medium Low,BERT (standalone),results_run2
in-dde2bf4470adcb09,,Master's degree,0.546,Medium Low,BERT (standalone),results_run2
in-dde2bf4470adcb09,,technology or business,0.444,Low,BERT (standalone),results_run2
in-dde2bf4470adcb09,,business function,0.53,Medium Low,BERT (standalone),results_run2
in-c158f088cb67a9fc,,Financial Reporting,0.672,Medium,BERT+GPT,results_run2
in-96b6586c12deb558,,Excel,0.842,High,BERT+GPT,results_run2
in-96b6586c12deb558,,SQL,0.846,High,BERT+GPT,results_run2
in-96b6586c12deb558,,Tableau,0.848,High,BERT+GPT,results_run2
in-96b6586c12deb558,,Power BI,0.848,High,BERT+GPT,results_run2
in-96b6586c12deb558,,data analytics tools and software,0.81,High,BERT+GPT,results_run2
in-4c01dba0d6b32164,,API-first architecture,0.75,Medium High,GPT,results_run2
in-4c01dba0d6b32164,,API,0.467,Low,BERT (standalone),results_run2
in-4c01dba0d6b32164,,-first,0.284,Very Low,BERT (standalone),results_run2
in-098bb9430c69c828,,AI,0.75,Medium High,GPT,results_run2
in-098bb9430c69c828,,data processing,0.75,Medium High,GPT,results_run2
in-098bb9430c69c828,,reports,0.75,Medium High,GPT,results_run2
in-098bb9430c69c828,,products,0.75,Medium High,GPT,results_run2
in-3fd081b5b188030b,,metal packaging production process,0.75,Medium High,GPT,results_run2
in-83485187cfb1d53d,,Apple Developer Services,0.75,Medium High,GPT,results_run2
in-83485187cfb1d53d,,tools,0.75,Medium High,GPT,results_run2
in-83485187cfb1d53d,,platforms,0.75,Medium High,GPT,results_run2
in-e4a3d2685ae18080,,Python,0.75,Medium High,GPT,results_run2
in-e4a3d2685ae18080,,Data Lake Management,0.847,High,BERT+GPT,results_run2
in-e4a3d2685ae18080,,data systems,0.75,Medium High,GPT,results_run2
in-e4a3d2685ae18080,,databases,0.75,Medium High,GPT,results_run2
in-52d40753129c9d99,,artificial intelligence,0.75,Medium High,GPT,results_run2
in-52d40753129c9d99,,AI,0.75,Medium High,GPT,results_run2
in-de68a04f067e6b0e,,high voltage infrastructure,0.663,Medium,BERT+GPT,results_run2
in-de68a04f067e6b0e,,grid connections,0.75,Medium High,GPT,results_run2
in-de68a04f067e6b0e,,design,0.805,High,BERT+GPT,results_run2
in-de68a04f067e6b0e,,energisation,0.742,Medium High,BERT+GPT,results_run2
in-18fd48502cd7b53b,,tax transparency,0.7,Medium,BERT+GPT,results_run2
in-18fd48502cd7b53b,,international tax transparency regulations,0.75,Medium High,GPT,results_run2
in-18fd48502cd7b53b,,governance frameworks,0.75,Medium High,GPT,results_run2
in-f8b44078c56ff777,,computer applications,0.846,High,BERT+GPT,results_run2
in-f8b44078c56ff777,,DCS,0.852,High,BERT+GPT,results_run2
in-f8b44078c56ff777,,PLC programming,0.847,High,BERT+GPT,results_run2
in-f8b44078c56ff777,,communication protocols,0.795,Medium High,BERT+GPT,results_run2
in-d9062b2c1f891460,,Microsoft Office packages,0.826,High,BERT+GPT,results_run2
in-d9062b2c1f891460,,Excel,0.826,High,BERT+GPT,results_run2
in-d9062b2c1f891460,,Outlook,0.75,Medium High,GPT,results_run2
in-d9062b2c1f891460,,Outlook),0.524,Medium Low,BERT (standalone),results_run2
in-332d3bdd0ecc713c,,Federal Government security clearance,0.75,Medium High,GPT,results_run2
in-332d3bdd0ecc713c,,Federal,0.316,Very Low,BERT (standalone),results_run2
in-332d3bdd0ecc713c,,Government,0.347,Very Low,BERT (standalone),results_run2
in-bfb2ee9cc49d7a5c,,C#,0.75,Medium High,GPT,results_run2
in-bfb2ee9cc49d7a5c,,Unity,0.835,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,mobile game development,0.841,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,animation,0.832,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,particle systems,0.847,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,shaders,0.842,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,architecture,0.826,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,performance optimization,0.85,High,BERT+GPT,results_run2
in-bfb2ee9cc49d7a5c,,networking,0.75,Medium High,GPT,results_run2
in-bfb2ee9cc49d7a5c,,C,0.558,Medium Low,BERT (standalone),results_run2
in-bfb2ee9cc49d7a5c,,#,0.516,Medium Low,BERT (standalone),results_run2
in-bfb2ee9cc49d7a5c,,networking),0.397,Very Low,BERT (standalone),results_run2
in-bfb2ee9cc49d7a5c,,optimization,0.53,Medium Low,BERT (standalone),results_run2
in-bfb2ee9cc49d7a5c,,performance,0.313,Very Low,BERT (standalone),results_run2
in-bfb2ee9cc49d7a5c,,English,0.551,Medium Low,BERT (standalone),results_run2
in-75b843cd3b46852b,,IT Infrastructure,0.851,High,BERT+GPT,results_run2
in-75b843cd3b46852b,,network implementation,0.847,High,BERT+GPT,results_run2
in-d3068a23c7c51152,,academic learning,0.81,High,BERT+GPT,results_run2
in-d3068a23c7c51152,,practical management,0.733,Medium High,BERT+GPT,results_run2
in-0b38c1e9a060340d,,arte 3D,0.75,Medium High,GPT,results_run2
in-0b38c1e9a060340d,,videojuegos,0.75,Medium High,GPT,results_run2
in-b623fdf7e964fd6d,,technologies médias,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,15kV through 345kV physical utility substation design,0.825,High,BERT+GPT,results_run2
in-e486061cca69912c,,IEEE/ANSI standards,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,AutoCAD,0.852,High,BERT+GPT,results_run2
in-e486061cca69912c,,MicroStation,0.849,High,BERT+GPT,results_run2
in-e486061cca69912c,,BIM software,0.821,High,BERT+GPT,results_run2
in-e486061cca69912c,,Inventor,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,SDS-P4A,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,Primtech,0.843,High,BERT+GPT,results_run2
in-e486061cca69912c,,MS Word,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,MS Excel,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,Outlook,0.75,Medium High,GPT,results_run2
in-e486061cca69912c,,technology,0.373,Very Low,BERT (standalone),results_run2
in-e486061cca69912c,,15kV,0.559,Medium Low,BERT (standalone),results_run2
in-e486061cca69912c,,through,0.287,Very Low,BERT (standalone),results_run2
in-e486061cca69912c,,IEEE,0.558,Medium Low,BERT (standalone),results_run2
in-e486061cca69912c,,/,0.531,Medium Low,BERT (standalone),results_run2
in-e486061cca69912c,,ANSI standards.,0.49,Low,BERT (standalone),results_run2
in-e486061cca69912c,,design software,0.534,Medium Low,BERT (standalone),results_run2
in-e486061cca69912c,,substation,0.443,Low,BERT (standalone),results_run2
